VIN,Year,Model,Condition,Price,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,State,Mileage
5346996,2022,Pilot Elite,New,"$52,060",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,21
5613420,2018,Odyssey EX-L,Used,"$28,223",Silver Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,58621
9226311,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,3
8971836,2022,Pilot TrailSport,New,"$45,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,PA,9
4845656,2022,Accord Sport 2.0T,New,"$34,755",Crystal Black,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,FL,10
9886559,2021,CR-V EX,Used,"$26,899",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,FL,12976
9538302,2020,Pilot EX-L,Used,"$38,981",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,VA,38041
6757426,2022,Pilot Special Edition,New,"$44,600",Dark Cherry Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,16
5110532,2023,CR-V EX,New,"$33,855",Meteorite Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,1
1243939,2023,CR-V EX-L,New,"$36,900",Mountain Air Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,
7857457,2019,Pilot Touring 7-Passenger,Used,"$32,923",Steel Sapphire Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AK,32671
9444071,2023,Odyssey EX-L,New,"$42,360",Platinum,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,VA,2
1740201,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,PA,5
6921633,2023,CR-V EX-L,New,"$36,900",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NJ,3
6259382,2023,Odyssey Elite,New,"$51,310",Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,NJ,10
6403460,2022,Passport Elite,New,"$47,225",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,5
2844583,2023,CR-V Hybrid Sport Touring,New,"$40,240",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,NJ,5
7997184,2023,HR-V LX,New,"$29,940",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,NY,5
5494709,2021,CR-V EX-L,Used,"$29,555",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,VT,44738
3675245,2023,CR-V EX-L,New,"$37,450",Blue,Black,All-wheel Drive,Gasoline,,1.5L I4 16V GDI DOHC Turbo,MA,4
9027248,2023,HR-V Sport,New,"$29,040",Green,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,MA,0
7897189,2015,Civic LX,Used,"$16,995",Silver,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MA,87351
2691503,2021,Passport Sport,Used,"$27,990",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,15615
7015257,2022,Accord Hybrid Sport,New,"$37,991",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,CA,8
7054730,2023,Odyssey Touring,New,"$45,895",Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,27
1106857,2010,Odyssey EX-L,Used,"$15,990",Blue,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,,86383
2624156,2022,Pilot Sport,New,"$37,159",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,0
7719646,2023,Odyssey Elite,New,"$50,915",Lunar Silver Metallic,Mocha,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NM,0
708407,2022,Pilot Sport,New,"$39,406",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OR,1
917953,2017,Ridgeline RTL-T,Used,"$29,569",White Diamond Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,CO,60430
3204319,2005,S2000,Used,"$23,568",Silver,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,2.2L I4 16V MPFI DOHC,CO,109230
7731836,2022,Pilot Sport,New,"$41,375",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,13
1235999,2022,Pilot Special Edition,New,"$42,988",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,60
769173,2022,Pilot TrailSport,New,"$44,935",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,59
9074825,2022,Pilot EX-L,New,"$43,693",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,10
5952260,2023,HR-V LX,New,"$24,845",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,TX,6
9101377,2022,Pilot EX-L,New,"$39,976",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,5
598771,2023,CR-V EX-L,New,"$36,900",Platinum White Pearl,Black,AWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KS,2
1796307,2019,Passport Sport,Used,"$27,988",Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,22566
390246,2022,Accord Sport 1.5T,New,"$30,470",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OK,6
5773842,2023,CR-V EX-L,New,"$35,400",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,21
4903425,2023,CR-V EX-L,New,"$35,391",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,12
97686,2022,Accord Sport 2.0T,New,"$33,133",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,TX,10
9157483,2017,Accord Sport,Used,"$19,057",White Orchid Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,NE,87504
7833215,2012,Accord SE,Used,"$15,990",Alabaster Silver Metallic,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,SD,71965
193087,2023,CR-V Hybrid Sport Touring,New,"$40,240",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,MO,2
2199579,2023,CR-V EX,New,"$33,105",Meteorite Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,6
58768,2022,Accord Sport 1.5T,New,"$30,075",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,ND,
8022577,2017,Civic LX,Used,"$17,751",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,ND,46045
7807458,2022,Pilot Sport,New,"$39,975",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,5
9677133,2023,CR-V EX,New,"$34,860",Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IA,1
3537684,2022,Ridgeline RTL-E,Used,"$40,998",Red,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,MN,8242
4881601,2022,Accord Sport 1.5T,New,"$32,465",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,LA,3
913449,2023,CR-V EX-L,New,"$36,505",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MO,
174494,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WI,
7880205,2022,Pilot TrailSport,New,"$46,105",Crystal,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,5
5631233,2021,Odyssey EX-L,Used,"$36,595",Silver,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,KY,30448
1684196,2022,Passport TrailSport,New,"$47,165",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,9
6139826,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,10
4235960,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,2
3816278,2022,CR-V Hybrid Touring,Used,"$40,519",Sonic Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,IL,7837
2421770,2023,Ridgeline RTL-E,New,"$47,925",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,IL,0
2639110,2020,Civic EX,Honda Certified,"$24,950",Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,19078
7400999,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum White Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,IN,7
5938985,2020,Odyssey Elite,Honda Certified,"$41,922",Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,KY,47866
6355513,2023,Ridgeline RTL-E,New,"$45,205",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IN,15
8506399,2022,Accord Sport 1.5T,New,"$32,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,4
9961814,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TN,3
4679064,2022,Accord Sport 1.5T,New,"$29,200",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,
3237450,2022,Accord Sport 1.5T,New,"$29,200",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,
7686644,2022,Accord Sport 1.5T,New,"$30,470",Platinum,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,
8218026,2022,Accord Sport 1.5T,New,"$30,075",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,GA,20
3825052,2023,Odyssey Elite,New,"$51,310",Radiant Red Metallic II,Beige,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,GA,20
9922132,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum White Pearl,Gray,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,OH,2
4174693,2020,CR-V Touring,Used,"$24,500",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,102740
8276430,2015,CR-Z EX,Used,"$15,757",Premium White,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,FL,68058
5640884,2020,Insight EX,Used,"$19,224",Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,FL,114858
3678004,2022,Accord Sport 1.5T,New,"$30,470",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,VA,6
4418088,2023,CR-V EX-L,New,"$35,005",Mountain Air Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NC,12
5630856,2022,Passport TrailSport,New,"$44,265",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,3
1645234,2022,Pilot TrailSport,New,"$46,500",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,3
4204448,2019,Accord LX,Used,"$25,555",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SC,28667
7924745,2022,Ridgeline Black,New,"$46,295",Nh-731p/Crystal Bl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,NC,3097
4156071,2023,Odyssey Touring,New,"$46,290",Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,VA,10
7146982,2022,Pilot EX-L,New,"$43,605",Lunar,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MD,4
9441732,2023,Ridgeline RTL,New,"$43,580",Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MD,5
6154228,2017,Accord LX,Used,"$18,400",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,NY,44314
2571002,2023,Odyssey EX-L,New,"$42,250",Radiant Red,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,VA,2
5766349,2015,Odyssey EX-L,Used,"$17,050",Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,NY,62722
5230283,2023,Odyssey Elite,New,Not Priced,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,PA,7
2571804,2023,CR-V EX-L,New,"$36,505",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,PA,3
7292540,2023,CR-V Hybrid Sport Touring,New,"$39,845",Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,,2.0L I4 16V GDI DOHC Hybrid,NJ,5
2501156,2023,HR-V LX,New,"$26,790",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,NJ,4
6492387,2022,Ridgeline Black Edition,New,"$47,260",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NJ,10
1087452,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,NJ,101
5410243,2022,Pilot Special Edition,New,"$44,600",Deep Scarlet Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,5
3254865,2009,CR-V EX-L,Used,"$16,990",White,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,,61529
2275112,2022,Passport TrailSport,New,"$43,265",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NV,6
700342,2023,Odyssey Elite,New,"$51,310",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,11
5553786,2013,CR-V LX,Used,"$12,908",Basque Red Pearl II,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,UT,121156
8484655,2022,Pilot Sport,New,"$41,375",Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CO,
813399,2022,Pilot Special Edition,New,"$44,100",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CO,5
1997244,2023,CR-V EX-L,New,"$36,900",Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V DOHC,CO,42
2787912,2019,Civic Type R Touring,Used,"$42,993",White,Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,CO,26770
4155256,2022,HR-V EX-L,New,"$29,790",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CO,3000
7633105,2022,Pilot Special Edition,New,"$41,987",Deep Scarlet Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,3
5640106,2022,Accord Sport 1.5T,New,"$29,575",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NE,5
6115286,2022,Passport TrailSport,New,"$47,060",Sonic Blue,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NE,5
1785028,2020,Civic Sport,Used,"$24,875",Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,KS,26102
4732284,2022,Pilot Sport,New,"$37,272",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
9697758,2020,Passport EX-L,Used,"$32,639",Maroon,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,37812
9305379,2022,Pilot Sport,New,"$39,770",Platinum White Pearl,Black,FWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,5
3105130,2023,CR-V Hybrid Sport Touring,New,"$40,200",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,MO,3
9766495,2022,Pilot Sport,New,"$45,773",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AR,4
7138742,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
4722067,2018,Civic EX,Used,"$20,998",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,TX,53871
1559376,2020,Civic Si Base,Used,"$26,536",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,IA,29558
5114784,2022,Accord Sport SE,New,"$31,565",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IA,6
8399213,2019,Insight Touring,Used,"$25,889",Modern Steel Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,MN,57918
6920833,2023,CR-V Hybrid Sport Touring,New,"$40,240",White,Black,All-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,WI,12
3581495,2022,Pilot TrailSport,New,"$46,500",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,2
8064565,2017,Odyssey EX-L,Used,"$23,018",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,IL,64200
7655780,2020,Passport Touring,Used,"$33,600",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,21614
4009309,2022,Pilot Sport,New,"$40,770",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,3
1626187,2015,CR-Z EX,Used,"$15,990",Red,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,,101023
3855248,2023,CR-V Hybrid Sport Touring,New,"$39,845",Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,WI,12
2681205,2017,Pilot Elite,Used,"$29,873",Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MS,48201
4089676,2023,Odyssey Elite,New,"$51,420",Platinum White Pearl,Black,FWD,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,IL,1
8939202,2006,Element EX-P,Used,"$7,299",Nighthawk Black Pearl,Black / Gray,Four-wheel Drive,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,WI,166364
7014556,2023,CR-V Hybrid Sport Touring,New,"$39,395",Meteorite Gray Metallic,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,WI,10
7951869,2023,Odyssey EX-L,New,"$41,705",Crystal Black Pearl,Black,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,IL,1
7528645,2023,CR-V EX-L,New,"$36,900",Still Night Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KY,
7103846,2023,CR-V Hybrid Sport Touring,New,"$39,845",Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,WI,15
7557196,2019,Passport Elite,Honda Certified,"$31,200",Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AL,49376
6519548,2022,Accord Sport 1.5T,New,"$30,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,3
2207736,2022,Ridgeline Black Edition,New,"$49,260",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IN,4
9968723,2020,Insight EX,Used,"$23,998",White,Black,Front-wheel Drive,Hybrid,Variable,Gas/Electric I-4 1.5 L/91,FL,51396
9708028,2022,Civic Sport Touring,Used,"$28,500",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,12908
2315039,2022,Accord Sport 2.0T,New,"$34,755",Crystal Black,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,OH,
7486431,2011,Civic LX-S,Used,"$9,722",Black,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,OH,128227
3563703,2023,Odyssey EX-L,New,"$42,360",Pacific Pewter Metallic,Mocha,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,MI,4
8212746,2015,CR-V Touring,Used,"$20,900",Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,OH,40922
2224004,2023,Ridgeline RTL,New,"$43,470",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,0
5550694,2022,Pilot TrailSport,New,"$46,500",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NC,3
2999917,2015,Fit EX-L,Used,"$19,998",Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,FL,25591
504332,2022,Pilot Sport,New,"$41,375",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,PA,2
2167795,2002,S2000 Base (M6),Used,"$33,700",Black,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,PA,13650
8838593,2020,Insight Touring,Used,"$24,000",White,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,FL,29604
5972771,2017,Accord Sport,Used,"$19,998",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,FL,117250
58232,2022,Pilot Sport,New,"$44,970",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NC,10
8779127,2020,Ridgeline RTL-E,Used,"$36,750",Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,SC,28331
1695147,2022,Pilot Sport,New,"$41,375",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,6
5950125,2023,HR-V EX-L,New,"$29,540",Nordic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,FL,2
5186499,2022,Pilot TrailSport,New,"$46,500",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,7
5290874,2018,Odyssey Elite,Used,"$29,848",Silver Metallic,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,FL,78359
4786492,2023,CR-V Hybrid Sport Touring,New,"$43,780",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,NC,0
7395096,2022,Pilot Special Edition,New,"$44,205",Crystal Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,10
1564037,2023,HR-V EX-L,New,"$29,145",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,VA,3
2172439,2017,Odyssey EX-L,Used,"$25,375",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,NY,59447
9821571,2010,Accord Crosstour,Used,"$9,500",Black,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,NC,127240
4113291,2023,Ridgeline Black Edition,New,"$47,525",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,PA,
2164549,2022,Accord Sport 1.5T,New,"$30,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NJ,15
